.model,Total,Region,County,Sub County
base,1.170877733402354,1.0861643777871794,1.0632315773604202,1.0287922812702326
bottom_up,1.0589908830025025,1.052325640750626,1.0258684262396318,1.0287922812702326
top_down,1.1708777334023541,1.1477537533610698,1.0959573757433154,1.0614298030980382
wls_struct,1.0694218052820512,1.053229783553737,1.0535174004900008,1.08106023071899
