.model,Total,Region,County,Sub County
base,0.6031833786812509,0.6608866422631299,0.7484398796044961,0.723258561035696
bottom_up,0.5740917294017365,0.6347591178585894,0.7244364608088925,0.723258561035696
top_down,0.603183378681251,0.7847948539314711,0.8383734802099199,0.8160805113221269
wls_struct,0.5792915474017897,0.6502619567630963,0.7378247603015226,0.7341086726707955
