.model,Total,Region,County,Sub County
base,0.6411517527415347,0.6871241556588694,0.7649182012541913,0.7323589960446878
bottom_up,0.5987573787260164,0.6477611675274987,0.736851511796422,0.7323589960446878
top_down,0.6411517527415344,0.8309420250867867,0.8232827383564311,0.787540645084762
wls_struct,0.6194472820090338,0.669635862168278,0.7571949198782968,0.7440717001284911
