.model,Total,Region,County,Sub County
base,0.5257006346774832,0.5935391712058935,0.6558775026355574,0.6505153229967469
bottom_up,0.5088321281935186,0.5941156386711582,0.6448850816918492,0.6490598847497747
top_down,0.5257006346774836,0.8068094374609867,0.7386588536909129,0.716957171870151
wls_struct,0.45770641940941975,0.5698482483096519,0.6300415285160171,0.6486943155744216
