date,actual_temp,forecast_temp
25/11/2015,9.7,9.3
26/11/2015,10.4,10.2
27/11/2015,12,11.3
28/11/2015,6.1,5.2
29/11/2015,11.9,10.4
30/11/2015,11.9,12.9
01/12/2015,12.8,15.0
02/12/2015,12.6,13.3
03/12/2015,13.7,12.8
04/12/2015,11.1,12.1
05/12/2015,12,12.9
06/12/2015,13.6,12.5
07/12/2015,13.6,12.2
08/12/2015,13.7,13.7
09/12/2015,8.4,10.3
10/12/2015,12,11.3
11/12/2015,10.1,9.7
12/12/2015,11.4,11.0
13/12/2015,12.8,13.1
14/12/2015,10.5,11.9
15/12/2015,10.8,9.2
16/12/2015,13.3,12.8
17/12/2015,15.5,15.8
18/12/2015,12.8,12.1
19/12/2015,15.6,17.1
20/12/2015,15.2,15.6
21/12/2015,9.5,10.1
22/12/2015,14.3,14.8
23/12/2015,11.1,9.1
24/12/2015,12,12.6
25/12/2015,9.2,9.8
26/12/2015,14.6,14.8
27/12/2015,14.8,14.9
28/12/2015,12.8,12.9
29/12/2015,13.1,12.7
30/12/2015,13.1,15.0
31/12/2015,9.3,11.4
01/01/2016,5.2,6.8
02/01/2016,10.5,11.5
03/01/2016,9.6,10.5
04/01/2016,8.6,9.6
05/01/2016,8.7,8.6
06/01/2016,7.2,5.6
07/01/2016,10.7,10.2
08/01/2016,6.6,5.9
09/01/2016,9.5,7.9
10/01/2016,7.7,7.2
11/01/2016,6.3,4.2
12/01/2016,6.1,6.8
13/01/2016,5.2,5.3
14/01/2016,4.6,3.8
15/01/2016,2.6,3.0
16/01/2016,2.7,3.6
17/01/2016,5.2,3.3
18/01/2016,7,8.1
19/01/2016,4.4,4.0
20/01/2016,-2.2,-1.5
21/01/2016,3.7,4.8
22/01/2016,9.2,11.1
23/01/2016,10,10.1
24/01/2016,12.6,11.5
25/01/2016,12.4,13.0
26/01/2016,10.9,10.1
27/01/2016,12.7,13.0
28/01/2016,6.6,6.5
29/01/2016,11.3,12.2
30/01/2016,11.2,13.2
31/01/2016,7,7.0
01/02/2016,11.6,11.3
02/02/2016,10,10.1
03/02/2016,6.2,8.3
04/02/2016,10.2,11.0
05/02/2016,10.3,10.8
06/02/2016,10,8.0
07/02/2016,7.4,7.7
08/02/2016,9.9,10.1
09/02/2016,7.1,7.3
10/02/2016,5.5,5.5
11/02/2016,1.5,0.0
12/02/2016,5,5.3
13/02/2016,5.8,7.2
14/02/2016,3.6,2.9
15/02/2016,2.6,3.5
16/02/2016,-0.8,-2.1
17/02/2016,7.6,5.8
18/02/2016,4.6,5.4
19/02/2016,5.5,4.2
20/02/2016,9.8,9.2
21/02/2016,10.7,10.2
22/02/2016,10.5,10.1
23/02/2016,4.1,3.1
24/02/2016,5,4.7
25/02/2016,3.4,3.9
26/02/2016,3.2,5.7
27/02/2016,5.5,5.4
28/02/2016,5,4.7
29/02/2016,2.8,5.2
01/03/2016,10.2,10.4
02/03/2016,8.5,8.1
03/03/2016,7.6,7.3
04/03/2016,7.6,5.3
05/03/2016,5.5,5.6
06/03/2016,3.8,4.6
07/03/2016,4.3,4.5
08/03/2016,4.3,4.5
09/03/2016,7.8,6.8
10/03/2016,7.3,7.9
11/03/2016,3.4,2.4
12/03/2016,3.8,2.2
13/03/2016,8.4,10.6
14/03/2016,7.4,7.1
15/03/2016,7.7,5.6
16/03/2016,8.3,7.9
17/03/2016,7,5.6
18/03/2016,5.2,4.7
19/03/2016,6.5,7.0
20/03/2016,7.3,6.3
21/03/2016,6,6.5
22/03/2016,8.4,9.0
23/03/2016,8.7,8.9
24/03/2016,9.2,10.9
25/03/2016,10.1,8.0
26/03/2016,11.2,10.8
27/03/2016,9.1,10.1
28/03/2016,10.9,11.9
29/03/2016,8.3,7.5
30/03/2016,7.5,7.8
31/03/2016,8.6,9.2
