date,actual_temp,forecast_temp
26/04/2013,10.5,12.3
27/04/2013,8.9,9.4
28/04/2013,8.7,9.0
29/04/2013,10.5,10.2
30/04/2013,10.9,11.5
01/05/2013,11.6,11.7
02/05/2013,12.1,11.6
03/05/2013,12,11.0
04/05/2013,10.9,12.7
05/05/2013,12.8,13.0
06/05/2013,12.7,14.5
07/05/2013,15.1,15.7
08/05/2013,16.8,16.5
09/05/2013,12.3,12.9
10/05/2013,10.9,12.1
11/05/2013,10.8,12.3
12/05/2013,10.6,9.2
13/05/2013,10.9,10.4
14/05/2013,8.9,8.2
15/05/2013,10.7,9.9
16/05/2013,10.9,10.5
17/05/2013,10.8,8.9
18/05/2013,14.5,16.1
19/05/2013,13.8,14.0
20/05/2013,14.3,14.0
21/05/2013,16.5,16.8
22/05/2013,12.7,10.9
23/05/2013,10.4,11.2
24/05/2013,10.1,10.3
25/05/2013,11.5,12.4
26/05/2013,14.2,13.5
27/05/2013,12.6,11.2
28/05/2013,9.8,9.7
29/05/2013,11.3,9.6
30/05/2013,17,17.5
31/05/2013,17.9,18.0
01/06/2013,14.5,15.4
02/06/2013,14.8,13.6
03/06/2013,16.6,15.9
04/06/2013,16.1,15.9
05/06/2013,16.5,15.4
06/06/2013,15.3,15.2
07/06/2013,16.9,18.0
08/06/2013,16.8,17.4
09/06/2013,15.2,17.0
10/06/2013,15.7,16.2
11/06/2013,14.1,14.1
12/06/2013,15.6,14.6
13/06/2013,14.4,13.2
14/06/2013,14,14.3
15/06/2013,14.1,14.8
16/06/2013,13.5,14.8
17/06/2013,15,14.5
18/06/2013,17.3,19.4
19/06/2013,20,18.3
20/06/2013,20.2,19.8
21/06/2013,16.5,15.6
22/06/2013,14.9,15.1
23/06/2013,14,13.1
24/06/2013,12.9,13.1
25/06/2013,15.5,14.7
26/06/2013,16.6,17.6
27/06/2013,17.3,17.3
28/06/2013,18.5,19.2
29/06/2013,18.2,19.1
30/06/2013,15,15.3
01/07/2013,15.7,14.1
02/07/2013,14.1,13.2
03/07/2013,16.3,16.1
04/07/2013,15.7,16.8
05/07/2013,17.7,16.8
06/07/2013,16.7,16.9
07/07/2013,22.4,21.7
08/07/2013,23.7,23.3
09/07/2013,22.5,20.6
10/07/2013,21.9,19.4
11/07/2013,20.9,21.1
12/07/2013,19.5,18.3
13/07/2013,23.8,23.9
14/07/2013,24.1,23.7
15/07/2013,20.5,22.1
16/07/2013,20.5,20.6
17/07/2013,21.6,22.4
18/07/2013,22.9,21.7
19/07/2013,24.6,24.7
20/07/2013,25,25.1
21/07/2013,20.8,20.6
22/07/2013,23.6,21.7
23/07/2013,20,21.0
24/07/2013,21.3,21.6
25/07/2013,20.7,21.4
26/07/2013,19,17.7
27/07/2013,19.9,18.2
28/07/2013,19.1,19.2
29/07/2013,20.4,21.1
30/07/2013,18.1,19.1
31/07/2013,19.4,19.8
01/08/2013,21.7,20.9
02/08/2013,22.6,22.8
03/08/2013,19.1,19.6
04/08/2013,17.1,15.0
05/08/2013,18.1,16.4
06/08/2013,17.2,16.4
07/08/2013,16.7,16.7
08/08/2013,19.2,18.0
09/08/2013,18.1,17.4
10/08/2013,17.4,19.2
11/08/2013,18.6,20.3
12/08/2013,17.3,18.6
13/08/2013,15.6,16.1
14/08/2013,17.2,15.6
15/08/2013,18.9,19.7
16/08/2013,19.2,19.8
17/08/2013,17.4,17.4
18/08/2013,18.5,19.8
19/08/2013,16.9,17.1
20/08/2013,18.7,19.4
21/08/2013,18.1,18.2
22/08/2013,19.1,18.4
23/08/2013,19.7,20.3
24/08/2013,17.2,18.9
25/08/2013,16.5,17.0
26/08/2013,18.1,16.6
27/08/2013,18.2,19.4
28/08/2013,18.2,18.1
29/08/2013,17.2,17.2
30/08/2013,18.7,19.5
31/08/2013,17.2,17.7
01/09/2013,14.5,15.5
02/09/2013,15.9,15.8
03/09/2013,15.7,14.0
04/09/2013,17.3,16.7
05/09/2013,17.4,17.4
06/09/2013,16.3,15.7
07/09/2013,13.5,13.8
08/09/2013,11.5,12.5
09/09/2013,14.9,12.4
10/09/2013,16.1,15.8
11/09/2013,15,15.2
12/09/2013,16.6,15.8
13/09/2013,16.8,16.6
14/09/2013,13.5,13.9
15/09/2013,13.6,14.2
16/09/2013,12.9,11.7
17/09/2013,13.1,14.8
18/09/2013,14.9,14.4
19/09/2013,14,13.3
20/09/2013,13.2,15.4
21/09/2013,14.5,14.0
22/09/2013,17.2,17.4
23/09/2013,17.3,16.7
24/09/2013,15.5,15.8
25/09/2013,15.3,14.3
26/09/2013,16.7,15.4
27/09/2013,14.6,15.8
28/09/2013,14.8,14.4
29/09/2013,15.9,15.9
30/09/2013,16.4,17.0
01/10/2013,15.9,16.2
02/10/2013,16.7,16.6
03/10/2013,16.8,15.3
04/10/2013,17.5,16.1
05/10/2013,15.6,15.3
06/10/2013,12.1,12.0
07/10/2013,15.3,15.8
08/10/2013,16.5,16.0
09/10/2013,13.5,14.6
10/10/2013,9.9,9.6
11/10/2013,11.9,12.7
12/10/2013,12.8,12.6
13/10/2013,11.2,12.0
14/10/2013,10.2,9.9
15/10/2013,8.5,7.8
16/10/2013,11.2,11.9
17/10/2013,15,14.8
18/10/2013,15,14.2
19/10/2013,15.9,14.7
20/10/2013,15,15.8
21/10/2013,15.9,15.7
22/10/2013,16.7,15.6
23/10/2013,15.5,16.6
24/10/2013,9.9,9.7
25/10/2013,15.7,15.7
26/10/2013,15,15.6
27/10/2013,13.6,13.3
28/10/2013,11.6,12.4
29/10/2013,9.1,10.1
30/10/2013,6.9,6.3
31/10/2013,12.7,13.7
01/11/2013,12.4,10.8
02/11/2013,11.8,11.1
03/11/2013,10.2,11.3
04/11/2013,7.3,5.3
05/11/2013,11.2,10.7
06/11/2013,10,12.4
07/11/2013,14.2,13.2
08/11/2013,8.4,9.1
09/11/2013,5.9,6.3
10/11/2013,7,5.6
11/11/2013,12.3,13.6
12/11/2013,12.7,13.5
13/11/2013,3.6,4.0
14/11/2013,9.8,11.3
15/11/2013,7.1,7.8
16/11/2013,5.5,4.6
17/11/2013,7.7,9.1
18/11/2013,8.9,9.4
19/11/2013,4.5,4.3
20/11/2013,8.5,8.3
21/11/2013,7.5,6.7
22/11/2013,5.7,5.7
23/11/2013,0.6,-0.5
24/11/2013,-0.3,1.4
25/11/2013,6.7,6.4
26/11/2013,0.7,0.5
27/11/2013,7.3,6.5
28/11/2013,10.1,10.4
29/11/2013,9.1,8.7
30/11/2013,8.7,6.9
01/12/2013,4.1,3.5
02/12/2013,8,9.1
03/12/2013,7.2,7.6
04/12/2013,9.2,10.5
05/12/2013,9,7.9
06/12/2013,7.2,7.1
07/12/2013,7.9,8.3
08/12/2013,9.3,8.7
09/12/2013,9.5,9.5
10/12/2013,8.5,8.9
11/12/2013,7.2,7.6
12/12/2013,7.7,8.0
13/12/2013,11.5,9.1
14/12/2013,7.8,9.3
15/12/2013,11.8,13.2
16/12/2013,13.8,12.8
17/12/2013,7.5,8.3
18/12/2013,9.9,10.3
19/12/2013,9,8.7
20/12/2013,7.4,7.4
21/12/2013,11.8,10.5
22/12/2013,9.5,10.6
23/12/2013,10.1,9.8
24/12/2013,12.3,11.4
25/12/2013,6.6,6.3
26/12/2013,5.4,5.9
27/12/2013,12.6,11.8
28/12/2013,7.2,7.8
29/12/2013,1.2,0.5
30/12/2013,11,10.2
31/12/2013,9.9,10.2
01/01/2014,8.4,6.9
02/01/2014,10,9.3
03/01/2014,11.1,11.5
04/01/2014,8.5,8.6
05/01/2014,4.7,7.0
06/01/2014,13,11.7
07/01/2014,10.9,10.1
08/01/2014,9.5,8.8
09/01/2014,10.7,11.1
10/01/2014,5.3,7.0
11/01/2014,8.3,9.5
12/01/2014,2.8,2.2
13/01/2014,8.3,9.0
14/01/2014,4.1,3.4
15/01/2014,10.1,11.0
16/01/2014,8.3,8.6
17/01/2014,7.7,6.3
18/01/2014,8.7,10.4
19/01/2014,7.1,7.0
20/01/2014,4.7,4.9
21/01/2014,4.2,3.5
22/01/2014,7.9,7.8
23/01/2014,6.9,6.4
24/01/2014,6.2,6.0
25/01/2014,9.3,9.4
26/01/2014,7.6,7.9
27/01/2014,6.5,5.2
28/01/2014,8.3,7.5
29/01/2014,6,6.2
30/01/2014,4.3,4.0
31/01/2014,4.1,4.0
01/02/2014,9,6.6
02/02/2014,8.2,7.3
03/02/2014,8,7.6
04/02/2014,6.3,5.6
05/02/2014,7.8,7.7
06/02/2014,8.8,10.4
07/02/2014,5.4,5.0
08/02/2014,9.2,8.8
09/02/2014,7.7,6.8
10/02/2014,5.7,5.9
11/02/2014,7.6,7.7
12/02/2014,7.7,6.0
13/02/2014,6.3,5.9
14/02/2014,5.4,5.2
15/02/2014,9.8,8.7
16/02/2014,5.8,6.4
17/02/2014,8.3,8.3
18/02/2014,8.2,7.9
19/02/2014,8.2,8.8
20/02/2014,11,10.6
21/02/2014,6.9,7.0
22/02/2014,8.1,8.8
23/02/2014,11.5,11.8
24/02/2014,11.1,12.3
25/02/2014,9.8,10.8
26/02/2014,7.1,8.6
27/02/2014,8.5,10.3
28/02/2014,6.3,6.1
01/03/2014,3.4,3.2
02/03/2014,8.8,8.4
03/03/2014,6.4,7.0
04/03/2014,7.8,8.2
05/03/2014,3.6,3.1
06/03/2014,9.4,9.2
07/03/2014,10.5,11.9
08/03/2014,8.4,7.9
09/03/2014,9.9,10.1
10/03/2014,10,9.4
11/03/2014,7.9,8.7
12/03/2014,8,7.5
13/03/2014,5.5,4.9
14/03/2014,4.3,3.5
15/03/2014,9.1,9.0
16/03/2014,10.6,10.2
17/03/2014,10.4,10.5
18/03/2014,9.5,9.0
19/03/2014,9.4,8.2
20/03/2014,10,9.7
21/03/2014,8.5,9.3
22/03/2014,6.6,7.2
23/03/2014,8.2,6.8
24/03/2014,6.3,7.1
25/03/2014,8.8,8.9
26/03/2014,7.9,6.8
27/03/2014,5.3,5.3
28/03/2014,5.1,5.6
29/03/2014,9.3,9.0
30/03/2014,12.9,12.8
31/03/2014,13,12.6
01/04/2014,10.2,10.9
02/04/2014,13.3,12.9
03/04/2014,12.9,13.0
04/04/2014,10.4,10.5
05/04/2014,11.4,11.3
06/04/2014,13.2,13.4
07/04/2014,12.2,13.1
08/04/2014,10.3,10.7
09/04/2014,11.6,11.2
10/04/2014,10.6,10.4
11/04/2014,11.4,10.3
12/04/2014,10.7,9.6
13/04/2014,11.2,11.2
14/04/2014,11.7,10.7
15/04/2014,11,12.4
16/04/2014,10.8,8.9
17/04/2014,12.6,12.3
18/04/2014,10.5,9.9
19/04/2014,9,8.5
20/04/2014,9.8,8.9
21/04/2014,12.4,14.4
22/04/2014,12.9,13.7
23/04/2014,11.4,10.0
24/04/2014,10.5,10.2
25/04/2014,11,10.5
26/04/2014,12.1,11.6
27/04/2014,10.5,12.7
28/04/2014,11.3,10.6
29/04/2014,11.6,11.3
30/04/2014,11.8,9.0
01/05/2014,11.6,13.3
02/05/2014,11.8,12.2
03/05/2014,11,10.6
04/05/2014,12.3,12.6
05/05/2014,12.3,11.7
06/05/2014,13.4,14.3
07/05/2014,12.2,13.1
08/05/2014,12.4,11.0
09/05/2014,13.8,14.9
10/05/2014,14,14.9
11/05/2014,10.6,12.9
12/05/2014,13.3,14.3
13/05/2014,14.3,14.3
14/05/2014,16,15.0
15/05/2014,16,16.0
16/05/2014,16.7,17.0
17/05/2014,17.9,18.7
18/05/2014,16.5,17.5
19/05/2014,17.9,16.3
20/05/2014,15.7,15.8
21/05/2014,14.8,14.1
22/05/2014,15.7,16.2
23/05/2014,12.3,11.5
24/05/2014,12.9,12.7
25/05/2014,12.5,14.3
26/05/2014,14.5,14.1
27/05/2014,13.3,14.7
28/05/2014,13.1,13.1
29/05/2014,12.6,11.3
30/05/2014,14.3,12.4
31/05/2014,15.5,16.9
01/06/2014,16.7,17.2
02/06/2014,15.1,15.5
03/06/2014,14.4,13.4
04/06/2014,12.4,12.5
05/06/2014,14.4,15.2
06/06/2014,15,14.5
07/06/2014,19.7,17.9
08/06/2014,17.8,16.5
09/06/2014,17.4,17.1
10/06/2014,16.4,15.6
11/06/2014,16.8,17.2
12/06/2014,18,17.6
13/06/2014,19.8,18.2
14/06/2014,20.8,20.1
15/06/2014,20.2,20.2
16/06/2014,17.8,18.2
17/06/2014,16.8,17.2
18/06/2014,19,18.4
19/06/2014,22.9,22.0
20/06/2014,19.1,18.3
21/06/2014,17.8,16.1
22/06/2014,19.1,19.6
23/06/2014,21.1,20.9
24/06/2014,20.2,20.8
25/06/2014,18.9,19.9
26/06/2014,18.7,20.3
27/06/2014,17.2,16.4
28/06/2014,17.2,16.7
29/06/2014,15.4,16.6
30/06/2014,17.3,16.8
01/07/2014,18.4,18.8
02/07/2014,20,20.6
03/07/2014,18.4,18.3
04/07/2014,19,18.9
05/07/2014,16.7,16.7
06/07/2014,17.1,18.6
07/07/2014,17.4,18.1
08/07/2014,15.9,15.2
09/07/2014,17.8,19.6
10/07/2014,21,21.0
11/07/2014,21,19.9
12/07/2014,21,19.0
13/07/2014,17.7,17.7
14/07/2014,18.8,18.3
15/07/2014,19.7,20.4
16/07/2014,18.8,18.9
17/07/2014,20.5,21.0
18/07/2014,23.8,27.2
19/07/2014,19.9,20.3
20/07/2014,21.3,21.4
21/07/2014,21.2,21.4
22/07/2014,22.2,20.5
23/07/2014,20.7,21.9
24/07/2014,23.6,23.9
25/07/2014,23.5,22.3
26/07/2014,23.5,22.9
27/07/2014,21.3,21.0
28/07/2014,19.3,19.9
29/07/2014,21.4,21.2
30/07/2014,19.5,18.0
31/07/2014,19.6,20.4
01/08/2014,20.2,21.3
02/08/2014,18.8,20.0
03/08/2014,18.8,19.0
04/08/2014,18.5,19.4
05/08/2014,16.8,16.9
06/08/2014,19.7,19.8
07/08/2014,19.7,20.2
08/08/2014,18.4,20.3
09/08/2014,17.8,18.2
10/08/2014,16,15.5
11/08/2014,14.3,13.3
12/08/2014,15.2,14.6
13/08/2014,15.8,15.9
14/08/2014,17.9,16.9
15/08/2014,16.5,15.9
16/08/2014,17.7,18.5
17/08/2014,16.8,17.1
18/08/2014,16.6,13.6
19/08/2014,15,14.5
20/08/2014,15.2,15.3
21/08/2014,11.2,10.3
22/08/2014,15.2,13.2
23/08/2014,14.8,15.6
24/08/2014,11.6,10.9
25/08/2014,16.2,17.0
26/08/2014,16.7,16.9
27/08/2014,15.2,14.2
28/08/2014,17.9,18.4
29/08/2014,17.3,16.6
30/08/2014,16.4,15.9
31/08/2014,17.1,16.6
01/09/2014,17.6,18.8
02/09/2014,16,14.7
03/09/2014,18.2,17.5
04/09/2014,18.1,17.5
05/09/2014,16.7,16.3
06/09/2014,17.6,18.1
07/09/2014,15.2,15.2
08/09/2014,15.3,14.6
09/09/2014,15.2,14.4
10/09/2014,16.5,18.1
11/09/2014,15.5,16.0
12/09/2014,14.9,15.9
13/09/2014,15.1,15.1
14/09/2014,16.3,17.9
15/09/2014,17.1,17.2
16/09/2014,16.7,15.5
17/09/2014,19.4,19.8
18/09/2014,18.3,18.6
19/09/2014,18.6,17.8
20/09/2014,17.7,16.7
21/09/2014,17.5,18.1
22/09/2014,11.2,11.4
23/09/2014,12.7,13.5
24/09/2014,16.1,15.7
25/09/2014,12.5,13.7
26/09/2014,17.9,16.4
27/09/2014,15.5,13.2
28/09/2014,16.8,17.4
29/09/2014,16.4,16.4
30/09/2014,16.2,19.3
01/10/2014,17.8,18.2
02/10/2014,15.2,14.6
03/10/2014,16.3,14.7
04/10/2014,16.9,15.9
05/10/2014,9,8.8
06/10/2014,13.3,14.2
07/10/2014,10.5,10.4
08/10/2014,14.2,13.0
09/10/2014,14.3,14.1
10/10/2014,14.5,13.4
11/10/2014,11.4,11.2
12/10/2014,7.3,7.1
13/10/2014,12.2,11.6
14/10/2014,11.6,12.9
15/10/2014,12,10.8
16/10/2014,13.5,14.6
17/10/2014,15.7,15.7
18/10/2014,17.4,16.3
19/10/2014,16.7,16.7
20/10/2014,14,12.9
21/10/2014,14.5,14.4
22/10/2014,10.9,11.3
23/10/2014,13.3,13.0
24/10/2014,14.7,16.6
25/10/2014,12.6,12.4
26/10/2014,13.4,13.4
27/10/2014,15.1,15.4
28/10/2014,14.2,13.4
29/10/2014,15.2,15.8
30/10/2014,15.7,13.7
31/10/2014,15.7,15.8
01/11/2014,17.4,17.4
02/11/2014,14.8,16.0
03/11/2014,11.2,11.7
04/11/2014,7.8,6.5
05/11/2014,6.2,6.2
06/11/2014,9.3,8.4
07/11/2014,13.5,14.2
08/11/2014,11.3,11.5
09/11/2014,7.1,6.4
10/11/2014,9.3,11.0
11/11/2014,12.1,12.7
12/11/2014,12.3,12.1
13/11/2014,12.2,13.5
14/11/2014,14,14.4
15/11/2014,12.3,12.6
16/11/2014,9.8,8.7
17/11/2014,10.5,10.2
18/11/2014,9,8.4
19/11/2014,9.8,10.6
20/11/2014,10.3,10.8
21/11/2014,9.3,8.5
22/11/2014,13.6,14.3
23/11/2014,9.6,11.8
24/11/2014,2.4,3.3
25/11/2014,2.7,2.7
26/11/2014,6.9,6.3
27/11/2014,7.5,8.9
28/11/2014,10.4,9.6
29/11/2014,11.4,11.3
30/11/2014,9.7,7.6
01/12/2014,7.3,6.2
02/12/2014,9.6,9.3
03/12/2014,3.7,2.9
04/12/2014,5.8,4.1
05/12/2014,4.6,4.9
06/12/2014,3.4,3.6
07/12/2014,10.9,11.0
08/12/2014,4.8,1.4
09/12/2014,2.8,1.1
10/12/2014,11.7,10.6
11/12/2014,7.8,6.1
12/12/2014,10.7,11.0
13/12/2014,1.9,2.0
14/12/2014,8,8.1
15/12/2014,8.7,8.7
16/12/2014,1.7,1.0
17/12/2014,11.2,11.2
18/12/2014,11.9,10.9
19/12/2014,12,11.8
20/12/2014,8.4,8.3
21/12/2014,8.8,7.6
22/12/2014,11.9,12.8
23/12/2014,11.7,12.8
24/12/2014,11.4,10.3
25/12/2014,5.3,4.9
26/12/2014,1.7,2.8
27/12/2014,9.9,10.1
28/12/2014,4,5.1
29/12/2014,-1.5,-0.6
30/12/2014,-0.1,0.2
31/12/2014,1.6,1.1
01/01/2015,11,10.4
02/01/2015,13.1,12.5
03/01/2015,6.5,6.4
04/01/2015,5.1,4.7
05/01/2015,6.9,6.4
06/01/2015,9.7,8.1
07/01/2015,8.3,9.6
08/01/2015,11.5,11.9
09/01/2015,11.4,11.5
10/01/2015,12.2,11.8
11/01/2015,5.1,6.1
12/01/2015,10.5,10.5
13/01/2015,11.1,10.6
14/01/2015,4.2,4.0
15/01/2015,11.4,11.0
16/01/2015,7.7,7.2
17/01/2015,2.7,4.0
18/01/2015,3.9,4.5
19/01/2015,3.1,1.6
20/01/2015,1.3,0.2
21/01/2015,5.3,4.5
22/01/2015,4.6,6.9
23/01/2015,0,-0.2
24/01/2015,9.8,10.7
25/01/2015,3.4,3.7
26/01/2015,9.7,10.5
27/01/2015,6.3,5.6
28/01/2015,9.8,9.5
29/01/2015,4.8,4.4
30/01/2015,5.6,5.2
31/01/2015,3.8,4.0
01/02/2015,4,4.7
02/02/2015,-0.5,-0.1
03/02/2015,1.5,2.9
04/02/2015,2.6,2.5
05/02/2015,2.4,2.0
06/02/2015,3.5,3.0
07/02/2015,2.9,1.1
08/02/2015,3.4,3.6
09/02/2015,3,4.9
10/02/2015,3,2.3
11/02/2015,5.5,4.7
12/02/2015,5.2,5.2
13/02/2015,7.3,8.4
14/02/2015,5.3,5.8
15/02/2015,6.6,6.7
16/02/2015,6.9,6.8
17/02/2015,4.2,2.9
18/02/2015,7.4,6.9
19/02/2015,8.2,9.9
20/02/2015,7.2,7.1
21/02/2015,3.2,2.4
22/02/2015,1.7,0.8
23/02/2015,8.8,7.7
24/02/2015,6.8,7.6
25/02/2015,8,7.8
26/02/2015,10.6,10.9
27/02/2015,4.6,5.5
28/02/2015,9.3,8.9
01/03/2015,10.8,11.4
02/03/2015,5.2,6.5
03/03/2015,5.3,6.1
04/03/2015,5.6,5.8
05/03/2015,5.1,5.7
06/03/2015,8.2,8.3
07/03/2015,9.4,9.6
08/03/2015,9.5,9.7
09/03/2015,6.5,6.2
10/03/2015,8.2,9.0
11/03/2015,7.8,6.9
12/03/2015,9.6,8.4
13/03/2015,8.7,10.9
14/03/2015,6.5,6.4
15/03/2015,5.7,5.7
16/03/2015,6.3,5.3
17/03/2015,5.9,5.8
18/03/2015,5.9,6.8
19/03/2015,6.9,5.5
20/03/2015,6.1,7.1
21/03/2015,9.4,8.8
22/03/2015,7.2,7.5
23/03/2015,5.4,4.0
24/03/2015,7.8,7.9
25/03/2015,6.8,5.6
26/03/2015,11.1,12.5
27/03/2015,6.8,6.0
28/03/2015,12.5,13.4
29/03/2015,10.5,11.2
30/03/2015,9.1,9.5
31/03/2015,10.7,10.9
01/04/2015,8.9,9.2
02/04/2015,10.2,10.2
03/04/2015,10.5,10.8
04/04/2015,10,11.4
05/04/2015,12,12.1
06/04/2015,11.5,11.3
07/04/2015,10.5,10.7
08/04/2015,13.2,12.3
09/04/2015,11.9,12.7
10/04/2015,11.5,11.8
11/04/2015,11.9,13.6
12/04/2015,11.3,12.9
13/04/2015,11.1,10.1
14/04/2015,11.2,11.6
15/04/2015,11.3,11.9
16/04/2015,12.5,13.4
17/04/2015,14.9,15.9
18/04/2015,11.7,10.7
19/04/2015,11.8,11.2
20/04/2015,10.2,9.9
21/04/2015,13.6,12.0
22/04/2015,14.2,13.9
23/04/2015,14,12.4
24/04/2015,10.4,8.6
25/04/2015,13,12.7
26/04/2015,11.1,10.0
27/04/2015,9,9.9
28/04/2015,9.6,7.6
29/04/2015,9.9,9.9
30/04/2015,11.7,12.5
01/05/2015,9,9.0
02/05/2015,10.5,10.6
03/05/2015,12.7,11.5
04/05/2015,12.1,13.3
05/05/2015,12.8,12.6
06/05/2015,11,11.7
07/05/2015,12.6,13.5
08/05/2015,10.7,10.7
09/05/2015,12.9,13.2
10/05/2015,12.6,12.7
11/05/2015,14.8,15.2
12/05/2015,13.4,13.6
13/05/2015,12.5,11.5
14/05/2015,13.3,13.0
15/05/2015,11.9,11.1
16/05/2015,14.2,15.5
17/05/2015,13.6,14.5
18/05/2015,10.5,10.7
19/05/2015,11.1,10.4
20/05/2015,13.2,14.6
21/05/2015,14.2,14.4
22/05/2015,14.3,16.2
23/05/2015,16.9,16.3
24/05/2015,13.7,15.0
25/05/2015,14.2,13.6
26/05/2015,14.7,15.0
27/05/2015,14.2,14.3
28/05/2015,13.8,14.7
29/05/2015,11.5,9.3
30/05/2015,12.3,11.5
31/05/2015,13.4,13.1
01/06/2015,11.9,11.5
02/06/2015,13.7,14.9
03/06/2015,14.4,13.9
04/06/2015,15.3,14.2
05/06/2015,17.3,17.1
06/06/2015,14.7,13.9
07/06/2015,15.3,14.8
08/06/2015,14.7,13.3
09/06/2015,14,13.6
10/06/2015,12.2,13.6
11/06/2015,16,13.4
12/06/2015,20.2,19.3
13/06/2015,16.8,17.9
14/06/2015,16,15.2
15/06/2015,15.3,14.0
16/06/2015,16.5,17.4
17/06/2015,14.8,13.5
18/06/2015,16.5,17.0
19/06/2015,17.1,19.4
20/06/2015,18.8,17.5
21/06/2015,15.1,13.4
22/06/2015,13.5,13.9
23/06/2015,17.9,17.6
24/06/2015,17.6,13.8
25/06/2015,18,17.6
26/06/2015,17.6,18.2
27/06/2015,18.5,17.5
28/06/2015,16.3,17.2
29/06/2015,17.7,18.3
30/06/2015,20.9,21.2
01/07/2015,23.9,24.4
02/07/2015,18.9,18.9
03/07/2015,18.6,18.9
04/07/2015,23.2,23.6
05/07/2015,17.6,16.5
06/07/2015,16.9,16.4
07/07/2015,17.8,18.3
08/07/2015,16.2,16.5
09/07/2015,17.4,15.3
10/07/2015,17.7,17.7
11/07/2015,18.1,18.7
12/07/2015,16.9,14.8
13/07/2015,17,15.6
14/07/2015,16,16.2
15/07/2015,17.3,17.4
16/07/2015,16.5,16.8
17/07/2015,20.5,19.5
18/07/2015,17.6,18.0
19/07/2015,16.4,16.5
20/07/2015,16.1,17.4
21/07/2015,19.1,19.4
22/07/2015,16.6,17.7
23/07/2015,16.6,15.8
24/07/2015,15.3,15.9
25/07/2015,16.9,15.3
26/07/2015,14,14.6
27/07/2015,15.4,15.9
28/07/2015,15.7,16.0
29/07/2015,15,15.2
30/07/2015,15.3,13.5
31/07/2015,15.8,17.2
01/08/2015,16.2,17.4
02/08/2015,16.8,15.5
03/08/2015,20.2,21.7
04/08/2015,16.2,17.0
05/08/2015,16.4,15.8
06/08/2015,16.9,14.6
07/08/2015,16.9,17.0
08/08/2015,18.7,18.6
09/08/2015,17.7,19.3
10/08/2015,17.5,16.7
11/08/2015,14.9,15.8
12/08/2015,17.6,16.7
13/08/2015,19.6,19.3
14/08/2015,18.8,18.2
15/08/2015,16.3,17.0
16/08/2015,14.9,14.9
17/08/2015,17.2,15.7
18/08/2015,18.4,19.6
19/08/2015,14.9,15.0
20/08/2015,17.6,18.0
21/08/2015,18.3,17.6
22/08/2015,18.5,19.8
23/08/2015,19.1,18.2
24/08/2015,14.8,14.8
25/08/2015,13.4,11.7
26/08/2015,17.9,16.6
27/08/2015,14.9,16.5
28/08/2015,17.1,16.9
29/08/2015,17.2,16.9
30/08/2015,15.8,17.1
31/08/2015,16.1,15.7
01/09/2015,16,17.0
02/09/2015,15.4,15.7
03/09/2015,13.2,12.7
04/09/2015,13.6,13.6
05/09/2015,15,15.2
06/09/2015,13.8,14.8
07/09/2015,14.6,15.0
08/09/2015,13.7,12.3
09/09/2015,14.3,14.4
10/09/2015,14.8,15.8
11/09/2015,16.6,16.8
12/09/2015,16.1,16.9
13/09/2015,15.3,13.7
14/09/2015,13.3,12.5
15/09/2015,14.4,14.7
16/09/2015,14.3,11.6
17/09/2015,13.2,14.2
18/09/2015,13.8,13.5
19/09/2015,12.8,13.5
20/09/2015,12.6,13.1
21/09/2015,14.3,13.5
22/09/2015,14.3,14.4
23/09/2015,10.7,10.5
24/09/2015,15.2,15.1
25/09/2015,12.7,10.9
26/09/2015,11.9,12.6
27/09/2015,12,11.3
28/09/2015,13.4,14.2
29/09/2015,14.2,12.6
30/09/2015,13.5,11.4
01/10/2015,13.7,13.1
02/10/2015,13.9,12.6
03/10/2015,9.1,8.3
04/10/2015,11,9.8
05/10/2015,17.4,17.8
06/10/2015,16.4,15.4
07/10/2015,14.9,14.6
08/10/2015,11.6,12.8
09/10/2015,12.7,12.6
10/10/2015,11.9,12.2
11/10/2015,12.9,12.7
12/10/2015,11.1,12.2
13/10/2015,10.2,9.9
14/10/2015,10.6,10.6
15/10/2015,11.4,11.7
16/10/2015,11.6,12.5
17/10/2015,11.4,12.5
18/10/2015,11.2,11.8
19/10/2015,12.5,12.9
20/10/2015,10.7,10.4
21/10/2015,13.8,14.2
22/10/2015,13.7,14.3
23/10/2015,12.2,10.8
24/10/2015,12.7,13.6
25/10/2015,4.5,5.5
26/10/2015,10,9.8
27/10/2015,13.5,11.9
28/10/2015,11.4,10.9
29/10/2015,13.7,15.0
30/10/2015,15.7,18.0
31/10/2015,15,15.6
01/11/2015,11.9,11.7
02/11/2015,11.2,12.4
03/11/2015,10.6,11.3
04/11/2015,12.5,12.1
05/11/2015,14.6,14.3
06/11/2015,14,14.2
07/11/2015,16,17.7
08/11/2015,12.6,12.9
09/11/2015,13.1,13.4
10/11/2015,14.7,13.6
11/11/2015,13.8,14.3
12/11/2015,13.3,14.2
13/11/2015,12.9,12.2
14/11/2015,8.8,6.9
15/11/2015,14.2,14.7
16/11/2015,14.2,12.9
17/11/2015,13.5,12.6
18/11/2015,12.9,12.6
19/11/2015,13.1,11.4
20/11/2015,9.4,9.8
21/11/2015,5.2,3.6
22/11/2015,2.6,1.9
23/11/2015,4.6,3.7
24/11/2015,11,10.5
